idx,address,contract_name,compiler_version,total_nonempty_lines,contains_risk_keyword,input_file,original_source_dir,optimization_used,runs,license_type,proxy,implementation,etherscan_contract_name
142,0x40757d2369f60a541c2399841d4e5377c1933788,Phage,v0.8.35+commit.47b9dedd,397,True,recent_preprocessed_risk_only/contracts/0142_0x40757d2369f60a541c2399841d4e5377c1933788_Phage.sol,recent_etherscan_300/sources/0x40757d2369f60a541c2399841d4e5377c1933788_Phage,1,200,MIT,0,,Phage
143,0xe4Fa39D2f724da29358bcfCD9A622485c005911b,MagnateFluxToken,v0.8.30+commit.73712a01,544,True,recent_preprocessed_risk_only/contracts/0143_0xe4Fa39D2f724da29358bcfCD9A622485c005911b_MagnateFluxToken.sol,recent_etherscan_300/sources/0xe4Fa39D2f724da29358bcfCD9A622485c005911b_MagnateFluxToken,0,200,,0,,MagnateFluxToken
144,0x1763A580c3ff712cDb848c625755F383C1d67d0E,MarginPool,v0.6.10+commit.00c0fcaf,884,True,recent_preprocessed_risk_only/contracts/0144_0x1763A580c3ff712cDb848c625755F383C1d67d0E_MarginPool.sol,recent_etherscan_300/sources/0x1763A580c3ff712cDb848c625755F383C1d67d0E_MarginPool,1,200,,0,,MarginPool
145,0xf0fc81Ad4C419a22b93e154A577d5cbEFb5ed918,OwltoFinanceProxy,v0.8.30+commit.73712a01,543,True,recent_preprocessed_risk_only/contracts/0145_0xf0fc81Ad4C419a22b93e154A577d5cbEFb5ed918_OwltoFinanceProxy.sol,recent_etherscan_300/sources/0xf0fc81Ad4C419a22b93e154A577d5cbEFb5ed918_OwltoFinanceProxy,1,200,,0,,OwltoFinanceProxy
146,0x0Ebf86E2fE66229315b857D3DA3B5E200E96aB66,TruewalletV4,v0.8.30+commit.73712a01,543,True,recent_preprocessed_risk_only/contracts/0146_0x0Ebf86E2fE66229315b857D3DA3B5E200E96aB66_TruewalletV4.sol,recent_etherscan_300/sources/0x0Ebf86E2fE66229315b857D3DA3B5E200E96aB66_TruewalletV4,1,200,,0,,TruewalletV4
147,0x780de0F4a8DE012BCB1F4996405Fcd05b0E5DEFE,BVMCrowdPledge,v0.8.34+commit.80d5c536,108,True,recent_preprocessed_risk_only/contracts/0147_0x780de0F4a8DE012BCB1F4996405Fcd05b0E5DEFE_BVMCrowdPledge.sol,recent_etherscan_300/sources/0x780de0F4a8DE012BCB1F4996405Fcd05b0E5DEFE_BVMCrowdPledge,1,200,,0,,BVMCrowdPledge
148,0x01090930CEe8fDcb11E5223883fc9E79af389CAe,Deployer,v0.8.21+commit.d9974bed,349,True,recent_preprocessed_risk_only/contracts/0148_0x01090930CEe8fDcb11E5223883fc9E79af389CAe_Deployer.sol,recent_etherscan_300/sources/0x01090930CEe8fDcb11E5223883fc9E79af389CAe_Deployer,1,200,,0,,Deployer
149,0x3A96f8766523d9600571A983573601b1c257EC2D,BVMNames,v0.8.34+commit.80d5c536,113,True,recent_preprocessed_risk_only/contracts/0149_0x3A96f8766523d9600571A983573601b1c257EC2D_BVMNames.sol,recent_etherscan_300/sources/0x3A96f8766523d9600571A983573601b1c257EC2D_BVMNames,1,200,,0,,BVMNames
150,0x8654d29E9762834C0aE9fA953A24D798DaF9cAcf,JollyWayneToken,v0.8.30+commit.73712a01,544,True,recent_preprocessed_risk_only/contracts/0150_0x8654d29E9762834C0aE9fA953A24D798DaF9cAcf_JollyWayneToken.sol,recent_etherscan_300/sources/0x8654d29E9762834C0aE9fA953A24D798DaF9cAcf_JollyWayneToken,0,200,,0,,JollyWayneToken
151,0x1b8B6014F9F40874C269b6a0313E403Da4F1EC11,GasToken,v0.8.29+commit.ab55807c,543,True,recent_preprocessed_risk_only/contracts/0151_0x1b8B6014F9F40874C269b6a0313E403Da4F1EC11_GasToken.sol,recent_etherscan_300/sources/0x1b8B6014F9F40874C269b6a0313E403Da4F1EC11_GasToken,0,200,,0,,GasToken
152,0x2C4f418b596A82F6BbD1565F22C3E86feD47bb85,OpenSeaAutoSniper,v0.8.35+commit.47b9dedd,323,True,recent_preprocessed_risk_only/contracts/0152_0x2C4f418b596A82F6BbD1565F22C3E86feD47bb85_OpenSeaAutoSniper.sol,recent_etherscan_300/sources/0x2C4f418b596A82F6BbD1565F22C3E86feD47bb85_OpenSeaAutoSniper,1,200,MIT,0,,OpenSeaAutoSniper
153,0xa5C4eB6596D2ebc329529666a1D224094290F814,MagicEdenSolMint,v0.8.30+commit.73712a01,543,True,recent_preprocessed_risk_only/contracts/0153_0xa5C4eB6596D2ebc329529666a1D224094290F814_MagicEdenSolMint.sol,recent_etherscan_300/sources/0xa5C4eB6596D2ebc329529666a1D224094290F814_MagicEdenSolMint,1,400,,0,,MagicEdenSolMint
154,0x896b2478cC2c44db942b38dddEd7aE0177Fdfd31,ExitLiquidityToken,v0.8.30+commit.73712a01,544,True,recent_preprocessed_risk_only/contracts/0154_0x896b2478cC2c44db942b38dddEd7aE0177Fdfd31_ExitLiquidityToken.sol,recent_etherscan_300/sources/0x896b2478cC2c44db942b38dddEd7aE0177Fdfd31_ExitLiquidityToken,0,200,,0,,ExitLiquidityToken
155,0x6AB7EcdFE21b6cA01415C4ac4DDdb1b3ac8456f1,BAM,v0.8.20+commit.a1b79de6,448,True,recent_preprocessed_risk_only/contracts/0155_0x6AB7EcdFE21b6cA01415C4ac4DDdb1b3ac8456f1_BAM.sol,recent_etherscan_300/sources/0x6AB7EcdFE21b6cA01415C4ac4DDdb1b3ac8456f1_BAM,1,200,None,0,,BAM
156,0xb8b9658a406f4eabd4348030924ae605f3e5831d,EthArchive1,v0.8.30+commit.73712a01,2314,True,recent_preprocessed_risk_only/contracts/0156_0xb8b9658a406f4eabd4348030924ae605f3e5831d_EthArchive1.sol,recent_etherscan_300/sources/0xb8b9658a406f4eabd4348030924ae605f3e5831d_EthArchive1,1,200,,0,,EthArchive1
157,0x5991c8A8FbA8e6Cd21586AE3F3ebA2EACbcb4196,BancorNetwork,v0.8.30+commit.73712a01,543,True,recent_preprocessed_risk_only/contracts/0157_0x5991c8A8FbA8e6Cd21586AE3F3ebA2EACbcb4196_BancorNetwork.sol,recent_etherscan_300/sources/0x5991c8A8FbA8e6Cd21586AE3F3ebA2EACbcb4196_BancorNetwork,1,200,,0,,BancorNetwork
158,0x47d6ace6aF1D60720dAE79568034B4b79c5d550B,BVMTimeCapsule,v0.8.34+commit.80d5c536,99,True,recent_preprocessed_risk_only/contracts/0158_0x47d6ace6aF1D60720dAE79568034B4b79c5d550B_BVMTimeCapsule.sol,recent_etherscan_300/sources/0x47d6ace6aF1D60720dAE79568034B4b79c5d550B_BVMTimeCapsule,1,200,,0,,BVMTimeCapsule
159,0x62609624Cb34A16fcf87A5cb49F2eEA1A5ce9f14,BVMLocker,v0.8.34+commit.80d5c536,86,True,recent_preprocessed_risk_only/contracts/0159_0x62609624Cb34A16fcf87A5cb49F2eEA1A5ce9f14_BVMLocker.sol,recent_etherscan_300/sources/0x62609624Cb34A16fcf87A5cb49F2eEA1A5ce9f14_BVMLocker,1,200,,0,,BVMLocker
160,0xD8ca6a2190A38D89a7b046E6D3B86F3a335c0229,BVMPredict,v0.8.34+commit.80d5c536,125,True,recent_preprocessed_risk_only/contracts/0160_0xD8ca6a2190A38D89a7b046E6D3B86F3a335c0229_BVMPredict.sol,recent_etherscan_300/sources/0xD8ca6a2190A38D89a7b046E6D3B86F3a335c0229_BVMPredict,1,200,,0,,BVMPredict
161,0xD9E2C2D29b76b9cD4ef01cA91Aee4bD45D65d742,OneMoreBagERC20,v0.8.30+commit.73712a01,544,True,recent_preprocessed_risk_only/contracts/0161_0xD9E2C2D29b76b9cD4ef01cA91Aee4bD45D65d742_OneMoreBagERC20.sol,recent_etherscan_300/sources/0xD9E2C2D29b76b9cD4ef01cA91Aee4bD45D65d742_OneMoreBagERC20,0,200,,0,,OneMoreBagERC20
162,0x225e950c26c74cc641874434e1e026701a7c0c08,MarginPool,v0.6.10+commit.00c0fcaf,884,True,recent_preprocessed_risk_only/contracts/0162_0x225e950c26c74cc641874434e1e026701a7c0c08_MarginPool.sol,recent_etherscan_300/sources/0x225e950c26c74cc641874434e1e026701a7c0c08_MarginPool,1,200,,0,,MarginPool
163,0xBeaf6542705497717dc8dB85Ac3dA86f26a1507f,TokenboundAccount,v0.8.30+commit.73712a01,543,True,recent_preprocessed_risk_only/contracts/0163_0xBeaf6542705497717dc8dB85Ac3dA86f26a1507f_TokenboundAccount.sol,recent_etherscan_300/sources/0xBeaf6542705497717dc8dB85Ac3dA86f26a1507f_TokenboundAccount,1,200,,0,,TokenboundAccount
164,0xb8617A81d4Fe4c1a0302d54716150CBdA824367E,SovereignDripToken,v0.8.30+commit.73712a01,544,True,recent_preprocessed_risk_only/contracts/0164_0xb8617A81d4Fe4c1a0302d54716150CBdA824367E_SovereignDripToken.sol,recent_etherscan_300/sources/0xb8617A81d4Fe4c1a0302d54716150CBdA824367E_SovereignDripToken,0,200,,0,,SovereignDripToken
165,0xF1Be36E3dC13C163B9Bf0a0d3a56Fa38c4caDb79,Token,v0.8.34+commit.80d5c536,1022,True,recent_preprocessed_risk_only/contracts/0165_0xF1Be36E3dC13C163B9Bf0a0d3a56Fa38c4caDb79_Token.sol,recent_etherscan_300/sources/0xF1Be36E3dC13C163B9Bf0a0d3a56Fa38c4caDb79_Token,0,200,,0,,Token
166,0xAcF500de3506ffF52371816FAad0852c697BC970,BVMVesting,v0.8.34+commit.80d5c536,132,True,recent_preprocessed_risk_only/contracts/0166_0xAcF500de3506ffF52371816FAad0852c697BC970_BVMVesting.sol,recent_etherscan_300/sources/0xAcF500de3506ffF52371816FAad0852c697BC970_BVMVesting,1,200,,0,,BVMVesting
167,0x064F0badfC7e36e8252c21adEB904d17aFF1772a,BVMDutchAuction,v0.8.34+commit.80d5c536,122,True,recent_preprocessed_risk_only/contracts/0167_0x064F0badfC7e36e8252c21adEB904d17aFF1772a_BVMDutchAuction.sol,recent_etherscan_300/sources/0x064F0badfC7e36e8252c21adEB904d17aFF1772a_BVMDutchAuction,1,200,,0,,BVMDutchAuction
168,0x57A814347c2C63a48e875c1EC89D286Ff60656De,BVMBounty,v0.8.34+commit.80d5c536,106,True,recent_preprocessed_risk_only/contracts/0168_0x57A814347c2C63a48e875c1EC89D286Ff60656De_BVMBounty.sol,recent_etherscan_300/sources/0x57A814347c2C63a48e875c1EC89D286Ff60656De_BVMBounty,1,200,,0,,BVMBounty
169,0x8104B7950d4b9CBA8116FD40C717F88a9Bea4564,BVMSubscriptions,v0.8.34+commit.80d5c536,99,True,recent_preprocessed_risk_only/contracts/0169_0x8104B7950d4b9CBA8116FD40C717F88a9Bea4564_BVMSubscriptions.sol,recent_etherscan_300/sources/0x8104B7950d4b9CBA8116FD40C717F88a9Bea4564_BVMSubscriptions,1,200,,0,,BVMSubscriptions
170,0x5DCc3949d4dF9A735BA5c9D8d34519e5aa86D554,Gx_GAME,v0.8.19+commit.7dd6d404,39,True,recent_preprocessed_risk_only/contracts/0170_0x5DCc3949d4dF9A735BA5c9D8d34519e5aa86D554_Gx_GAME.sol,recent_etherscan_300/sources/0x5DCc3949d4dF9A735BA5c9D8d34519e5aa86D554_Gx_GAME,1,200,GNU GPLv3,0,,Gx_GAME
171,0xe58C91449f0b3ef6Da8941Ffab30421133361aeE,CrunchyPeteERC20,v0.8.30+commit.73712a01,544,True,recent_preprocessed_risk_only/contracts/0171_0xe58C91449f0b3ef6Da8941Ffab30421133361aeE_CrunchyPeteERC20.sol,recent_etherscan_300/sources/0xe58C91449f0b3ef6Da8941Ffab30421133361aeE_CrunchyPeteERC20,0,200,,0,,CrunchyPeteERC20
172,0xa2354842d7CfE87D601C75B9ef3136c730ddc0Cc,BVMHook,v0.8.34+commit.80d5c536,1754,True,recent_preprocessed_risk_only/contracts/0172_0xa2354842d7CfE87D601C75B9ef3136c730ddc0Cc_BVMHook.sol,recent_etherscan_300/sources/0xa2354842d7CfE87D601C75B9ef3136c730ddc0Cc_BVMHook,1,200,,0,,BVMHook
173,0x61880C0353F9eec08e65a416981427C98357d798,PythPriceOracle,v0.8.30+commit.73712a01,543,True,recent_preprocessed_risk_only/contracts/0173_0x61880C0353F9eec08e65a416981427C98357d798_PythPriceOracle.sol,recent_etherscan_300/sources/0x61880C0353F9eec08e65a416981427C98357d798_PythPriceOracle,1,200,,0,,PythPriceOracle
174,0xEAe82898C6306D968BDea8D8be7027489433F077,BVMTreasury,v0.8.34+commit.80d5c536,91,True,recent_preprocessed_risk_only/contracts/0174_0xEAe82898C6306D968BDea8D8be7027489433F077_BVMTreasury.sol,recent_etherscan_300/sources/0xEAe82898C6306D968BDea8D8be7027489433F077_BVMTreasury,1,200,,0,,BVMTreasury
175,0x03F227050Dd346C54F89FC1080a676CAA1a93D75,BVMSplitter,v0.8.34+commit.80d5c536,135,True,recent_preprocessed_risk_only/contracts/0175_0x03F227050Dd346C54F89FC1080a676CAA1a93D75_BVMSplitter.sol,recent_etherscan_300/sources/0x03F227050Dd346C54F89FC1080a676CAA1a93D75_BVMSplitter,1,200,,0,,BVMSplitter
176,0x6Ace02562A375611718E328B6c192137e80A25Da,LadyMoonbagERC20,v0.8.30+commit.73712a01,544,True,recent_preprocessed_risk_only/contracts/0176_0x6Ace02562A375611718E328B6c192137e80A25Da_LadyMoonbagERC20.sol,recent_etherscan_300/sources/0x6Ace02562A375611718E328B6c192137e80A25Da_LadyMoonbagERC20,0,200,,0,,LadyMoonbagERC20
177,0x4FB65215093704E119b0a9867574ee9E6149A4D8,FraxAMOMinter,v0.8.30+commit.73712a01,543,True,recent_preprocessed_risk_only/contracts/0177_0x4FB65215093704E119b0a9867574ee9E6149A4D8_FraxAMOMinter.sol,recent_etherscan_300/sources/0x4FB65215093704E119b0a9867574ee9E6149A4D8_FraxAMOMinter,1,400,,0,,FraxAMOMinter
178,0x7D728a0fA9c1fC7a69E381aCabdAef90F5a4f38B,SoulMint,v0.8.24+commit.e11b9ed9,2424,True,recent_preprocessed_risk_only/contracts/0178_0x7D728a0fA9c1fC7a69E381aCabdAef90F5a4f38B_SoulMint.sol,recent_etherscan_300/sources/0x7D728a0fA9c1fC7a69E381aCabdAef90F5a4f38B_SoulMint,1,1,,0,,SoulMint
179,0xB0B22Bf5642535F8Fae717685aabaB669971ffC6,BVMPoll,v0.8.34+commit.80d5c536,95,True,recent_preprocessed_risk_only/contracts/0179_0xB0B22Bf5642535F8Fae717685aabaB669971ffC6_BVMPoll.sol,recent_etherscan_300/sources/0xB0B22Bf5642535F8Fae717685aabaB669971ffC6_BVMPoll,1,200,,0,,BVMPoll
180,0x6fDb359b995DCe9C0aaF8Fc2CBeC8DF654bc33e7,IronFrogToken,v0.8.30+commit.73712a01,544,True,recent_preprocessed_risk_only/contracts/0180_0x6fDb359b995DCe9C0aaF8Fc2CBeC8DF654bc33e7_IronFrogToken.sol,recent_etherscan_300/sources/0x6fDb359b995DCe9C0aaF8Fc2CBeC8DF654bc33e7_IronFrogToken,0,200,,0,,IronFrogToken
181,0xd3C0409b72dc574D1E6614858BaD8123C8e158ef,HaloPresale,v0.8.29+commit.ab55807c,1083,True,recent_preprocessed_risk_only/contracts/0181_0xd3C0409b72dc574D1E6614858BaD8123C8e158ef_HaloPresale.sol,recent_etherscan_300/sources/0xd3C0409b72dc574D1E6614858BaD8123C8e158ef_HaloPresale,1,200,MIT,0,,HaloPresale
182,0x90DF8eD0C4B7C27e87527Eb0f3199E00F9F9f999,SmokeyGainsToken,v0.8.30+commit.73712a01,544,True,recent_preprocessed_risk_only/contracts/0182_0x90DF8eD0C4B7C27e87527Eb0f3199E00F9F9f999_SmokeyGainsToken.sol,recent_etherscan_300/sources/0x90DF8eD0C4B7C27e87527Eb0f3199E00F9F9f999_SmokeyGainsToken,0,200,,0,,SmokeyGainsToken
183,0xbEBD0e3F67b1809d9d3Acf492506ac22e3e4E8C0,ChillyMax,v0.8.30+commit.73712a01,544,True,recent_preprocessed_risk_only/contracts/0183_0xbEBD0e3F67b1809d9d3Acf492506ac22e3e4E8C0_ChillyMax.sol,recent_etherscan_300/sources/0xbEBD0e3F67b1809d9d3Acf492506ac22e3e4E8C0_ChillyMax,0,200,,0,,ChillyMax
184,0x591212aBC3a4b35BdE5429614E17CaF68270f528,LPBondsLaunchpad,v0.8.22+commit.4fc1097e,4758,True,recent_preprocessed_risk_only/contracts/0184_0x591212aBC3a4b35BdE5429614E17CaF68270f528_LPBondsLaunchpad.sol,recent_etherscan_300/sources/0x591212aBC3a4b35BdE5429614E17CaF68270f528_LPBondsLaunchpad,1,200,,0,,LPBondsLaunchpad
185,0x814Fa74472A19Be5e1Dd7da72E6d72a94836368D,HaloPresaleFactory,v0.8.29+commit.ab55807c,1083,True,recent_preprocessed_risk_only/contracts/0185_0x814Fa74472A19Be5e1Dd7da72E6d72a94836368D_HaloPresaleFactory.sol,recent_etherscan_300/sources/0x814Fa74472A19Be5e1Dd7da72E6d72a94836368D_HaloPresaleFactory,1,200,MIT,0,,HaloPresaleFactory
186,0x42eCbEB00F38F079eF76cEc78D2bb4Bc7ddf4f0C,DegenParadise,v0.8.30+commit.73712a01,544,True,recent_preprocessed_risk_only/contracts/0186_0x42eCbEB00F38F079eF76cEc78D2bb4Bc7ddf4f0C_DegenParadise.sol,recent_etherscan_300/sources/0x42eCbEB00F38F079eF76cEc78D2bb4Bc7ddf4f0C_DegenParadise,0,200,,0,,DegenParadise
187,0x3b09E1b29DE3eBea7d2af39cDeE9A2481d044d2C,MetaCityLiveClaimCollection,v0.8.28+commit.7893614a,4218,True,recent_preprocessed_risk_only/contracts/0187_0x3b09E1b29DE3eBea7d2af39cDeE9A2481d044d2C_MetaCityLiveClaimCollection.sol,recent_etherscan_300/sources/0x3b09E1b29DE3eBea7d2af39cDeE9A2481d044d2C_MetaCityLiveClaimCollection,1,200,,0,,MetaCityLiveClaimCollection
188,0xf660e32c2AD3b769Fff5ADf3B5b6Ab7e2817436a,BVMDice,v0.8.34+commit.80d5c536,100,True,recent_preprocessed_risk_only/contracts/0188_0xf660e32c2AD3b769Fff5ADf3B5b6Ab7e2817436a_BVMDice.sol,recent_etherscan_300/sources/0xf660e32c2AD3b769Fff5ADf3B5b6Ab7e2817436a_BVMDice,1,200,,0,,BVMDice
189,0x62a8DeB837AEeaC3F16b3029Fb22787B5b4e0eF2,Contract,v0.8.24+commit.e11b9ed9,331,True,recent_preprocessed_risk_only/contracts/0189_0x62a8DeB837AEeaC3F16b3029Fb22787B5b4e0eF2_Contract.sol,recent_etherscan_300/sources/0x62a8DeB837AEeaC3F16b3029Fb22787B5b4e0eF2_Contract,1,200,,0,,Contract
190,0xb5934e4cC7375A9D6e878bd3Dad338bFC7942997,UriStorageSvg,v0.8.26+commit.8a97fa7a,4025,True,recent_preprocessed_risk_only/contracts/0190_0xb5934e4cC7375A9D6e878bd3Dad338bFC7942997_UriStorageSvg.sol,recent_etherscan_300/sources/0xb5934e4cC7375A9D6e878bd3Dad338bFC7942997_UriStorageSvg,0,200,,0,,UriStorageSvg
191,0x0Ae056B36de902bfDC6D3030A5EBB75b640e8e0D,SatToken,v0.8.26+commit.8a97fa7a,560,True,recent_preprocessed_risk_only/contracts/0191_0x0Ae056B36de902bfDC6D3030A5EBB75b640e8e0D_SatToken.sol,recent_etherscan_300/sources/0x0Ae056B36de902bfDC6D3030A5EBB75b640e8e0D_SatToken,1,200,,0,,SatToken
192,0xAB2ef1b1A39D2DA7DAC2bCD16238cC1cE5530c52,DMPayDirectV2,v0.8.28+commit.7893614a,2041,True,recent_preprocessed_risk_only/contracts/0192_0xAB2ef1b1A39D2DA7DAC2bCD16238cC1cE5530c52_DMPayDirectV2.sol,recent_etherscan_300/sources/0xAB2ef1b1A39D2DA7DAC2bCD16238cC1cE5530c52_DMPayDirectV2,0,200,,0,,DMPayDirectV2
193,0x98538a37e979DEe47F61C2c717E3A63A934Ee5dE,ZippyWhaleToken,v0.8.30+commit.73712a01,544,True,recent_preprocessed_risk_only/contracts/0193_0x98538a37e979DEe47F61C2c717E3A63A934Ee5dE_ZippyWhaleToken.sol,recent_etherscan_300/sources/0x98538a37e979DEe47F61C2c717E3A63A934Ee5dE_ZippyWhaleToken,0,200,,0,,ZippyWhaleToken
194,0x94fc738522f40b140cB1f39d4f35076AA1d02Adc,SupportExecutor,v0.8.34+commit.80d5c536,91,True,recent_preprocessed_risk_only/contracts/0194_0x94fc738522f40b140cB1f39d4f35076AA1d02Adc_SupportExecutor.sol,recent_etherscan_300/sources/0x94fc738522f40b140cB1f39d4f35076AA1d02Adc_SupportExecutor,0,200,,0,,SupportExecutor
195,0x38A061e6512257ae9065Ab1acD57a81E943285a9,PenniStaking,v0.8.24+commit.e11b9ed9,231,True,recent_preprocessed_risk_only/contracts/0195_0x38A061e6512257ae9065Ab1acD57a81E943285a9_PenniStaking.sol,recent_etherscan_300/sources/0x38A061e6512257ae9065Ab1acD57a81E943285a9_PenniStaking,1,200,,0,,PenniStaking
196,0xac21b4eA14ba4fB355763cE71DcCf7781BF4Dc8C,GTKBank,v0.8.20+commit.a1b79de6,1502,True,recent_preprocessed_risk_only/contracts/0196_0xac21b4eA14ba4fB355763cE71DcCf7781BF4Dc8C_GTKBank.sol,recent_etherscan_300/sources/0xac21b4eA14ba4fB355763cE71DcCf7781BF4Dc8C_GTKBank,1,200,,0,,GTKBank
197,0xdc2736aaF9cAbBE0732A9ECe4925AA80393da7c2,NeonGraveyard,v0.8.30+commit.73712a01,544,True,recent_preprocessed_risk_only/contracts/0197_0xdc2736aaF9cAbBE0732A9ECe4925AA80393da7c2_NeonGraveyard.sol,recent_etherscan_300/sources/0xdc2736aaF9cAbBE0732A9ECe4925AA80393da7c2_NeonGraveyard,0,200,,0,,NeonGraveyard
198,0x399bcfbbd1a2e7a918ab976281353a7d84ccdf1d,WCupNFT,v0.8.17+commit.8df45f5f,3486,True,recent_preprocessed_risk_only/contracts/0198_0x399bcfbbd1a2e7a918ab976281353a7d84ccdf1d_WCupNFT.sol,recent_etherscan_300/sources/0x399bcfbbd1a2e7a918ab976281353a7d84ccdf1d_WCupNFT,1,200,,0,,WCupNFT
199,0x9Ba1d086e96C78A42dC2bECd7d7C112aA91Df1bC,SubscriptionManager,v0.8.30+commit.73712a01,6256,True,recent_preprocessed_risk_only/contracts/0199_0x9Ba1d086e96C78A42dC2bECd7d7C112aA91Df1bC_SubscriptionManager.sol,recent_etherscan_300/sources/0x9Ba1d086e96C78A42dC2bECd7d7C112aA91Df1bC_SubscriptionManager,1,1,,0,,SubscriptionManager
200,0xa610D548276F6697650DB19f743a4060651d40b6,ROIISKING,v0.8.30+commit.73712a01,281,True,recent_preprocessed_risk_only/contracts/0200_0xa610D548276F6697650DB19f743a4060651d40b6_ROIISKING.sol,recent_etherscan_300/sources/0xa610D548276F6697650DB19f743a4060651d40b6_ROIISKING,1,200,None,0,,ROIISKING
201,0x0b916ac2f5687ee05469d08309d74319d652b568,EipToken,v0.8.34+commit.80d5c536,568,True,recent_preprocessed_risk_only/contracts/0201_0x0b916ac2f5687ee05469d08309d74319d652b568_EipToken.sol,recent_etherscan_300/sources/0x0b916ac2f5687ee05469d08309d74319d652b568_EipToken,1,8888,,0,,EipToken
202,0x58e1d365E0e272A4Caae16Cbc4cd768d40e73807,HaFactorySvg,v0.8.26+commit.8a97fa7a,8159,True,recent_preprocessed_risk_only/contracts/0202_0x58e1d365E0e272A4Caae16Cbc4cd768d40e73807_HaFactorySvg.sol,recent_etherscan_300/sources/0x58e1d365E0e272A4Caae16Cbc4cd768d40e73807_HaFactorySvg,0,200,,0,,HaFactorySvg
203,0x642530D055C1b8e7966aF8E4C038378583c304dF,HaFactory,v0.8.26+commit.8a97fa7a,11783,True,recent_preprocessed_risk_only/contracts/0203_0x642530D055C1b8e7966aF8E4C038378583c304dF_HaFactory.sol,recent_etherscan_300/sources/0x642530D055C1b8e7966aF8E4C038378583c304dF_HaFactory,0,200,,0,,HaFactory
204,0x7509e0b06ab4e4b0db289370b8dca7d3ac76819c,PhantomaCosmetics,v0.8.28+commit.7893614a,4001,True,recent_preprocessed_risk_only/contracts/0204_0x7509e0b06ab4e4b0db289370b8dca7d3ac76819c_PhantomaCosmetics.sol,recent_etherscan_300/sources/0x7509e0b06ab4e4b0db289370b8dca7d3ac76819c_PhantomaCosmetics,1,200,,0,,PhantomaCosmetics
205,0x11a87f6b6B3BdB68FF524A7015242F5a19EF59Ab,SatLocker,v0.8.26+commit.8a97fa7a,2001,True,recent_preprocessed_risk_only/contracts/0205_0x11a87f6b6B3BdB68FF524A7015242F5a19EF59Ab_SatLocker.sol,recent_etherscan_300/sources/0x11a87f6b6B3BdB68FF524A7015242F5a19EF59Ab_SatLocker,1,200,,0,,SatLocker
206,0x2FD0D4A70f96168Be896351afeee55745779a661,Sink,v0.8.24+commit.e11b9ed9,420,True,recent_preprocessed_risk_only/contracts/0206_0x2FD0D4A70f96168Be896351afeee55745779a661_Sink.sol,recent_etherscan_300/sources/0x2FD0D4A70f96168Be896351afeee55745779a661_Sink,1,800,,0,,Sink
207,0x2b46D0353F3ABa64767eEaE67862f5E1993300c6,wBcB,v0.8.35+commit.47b9dedd,814,True,recent_preprocessed_risk_only/contracts/0207_0x2b46D0353F3ABa64767eEaE67862f5E1993300c6_wBcB.sol,recent_etherscan_300/sources/0x2b46D0353F3ABa64767eEaE67862f5E1993300c6_wBcB,0,200,,0,,wBcB
208,0x7016F76511441B4267e785C27f510d084837921f,EclipseWhaleToken,v0.8.30+commit.73712a01,544,True,recent_preprocessed_risk_only/contracts/0208_0x7016F76511441B4267e785C27f510d084837921f_EclipseWhaleToken.sol,recent_etherscan_300/sources/0x7016F76511441B4267e785C27f510d084837921f_EclipseWhaleToken,0,200,,0,,EclipseWhaleToken
209,0x67f0B2A889Fc3dDf9f00E882b665757aA6122B62,EipRouter,v0.8.34+commit.80d5c536,3878,True,recent_preprocessed_risk_only/contracts/0209_0x67f0B2A889Fc3dDf9f00E882b665757aA6122B62_EipRouter.sol,recent_etherscan_300/sources/0x67f0B2A889Fc3dDf9f00E882b665757aA6122B62_EipRouter,1,8888,,0,,EipRouter
210,0xA4F10D187A6B87bC10ba8785F55506eb1D52B80f,HaToken,v0.8.26+commit.8a97fa7a,1833,True,recent_preprocessed_risk_only/contracts/0210_0xA4F10D187A6B87bC10ba8785F55506eb1D52B80f_HaToken.sol,recent_etherscan_300/sources/0xA4F10D187A6B87bC10ba8785F55506eb1D52B80f_HaToken,0,200,,0,,HaToken
211,0x3620Cf4Edc6e019CB6f4BB926389246BB3D2Da74,CosmicSignalMint,v0.8.26+commit.8a97fa7a,2750,True,recent_preprocessed_risk_only/contracts/0211_0x3620Cf4Edc6e019CB6f4BB926389246BB3D2Da74_CosmicSignalMint.sol,recent_etherscan_300/sources/0x3620Cf4Edc6e019CB6f4BB926389246BB3D2Da74_CosmicSignalMint,1,200,,0,,CosmicSignalMint
212,0x9F68921A81c9d9Df880cD3A1641918C5C5397d66,PixelCartel,v0.8.30+commit.73712a01,544,True,recent_preprocessed_risk_only/contracts/0212_0x9F68921A81c9d9Df880cD3A1641918C5C5397d66_PixelCartel.sol,recent_etherscan_300/sources/0x9F68921A81c9d9Df880cD3A1641918C5C5397d66_PixelCartel,0,200,,0,,PixelCartel
213,0x8bC00257313B768b2a764EF2fED6C2C4AEE34e55,SorceryUSDCSplitter,v0.8.34+commit.80d5c536,31,True,recent_preprocessed_risk_only/contracts/0213_0x8bC00257313B768b2a764EF2fED6C2C4AEE34e55_SorceryUSDCSplitter.sol,recent_etherscan_300/sources/0x8bC00257313B768b2a764EF2fED6C2C4AEE34e55_SorceryUSDCSplitter,0,200,MIT,0,,SorceryUSDCSplitter
